qid,band,pi_en,pi_cm,pi_zh
660957,20-40,0.035854016318912024,-0.011314851009934117,-0.06569865219678475
788484,20-40,0.023744260880996848,-0.042952741519178134,-0.08471667085142384
866251,20-40,0.010818057474283084,-0.027467160938173737,-0.07262553987725043
907046,20-40,0.00982634635667569,-0.04926552067989698,-0.08443941177589633
574730,20-40,0.01334374503888639,-0.02604124127527356,-0.07806901208505088
995825,20-40,0.008036360981744185,-0.032739454664987185,-0.09096466937159983
988754,20-40,-0.00645921983560984,-0.05925879191797742,-0.07527409389568546
572978,20-40,0.04556869398671075,-0.00991120569829562,-0.07164868409653272
933946,20-40,0.013005345143086825,-0.05382073700421339,-0.10392356916151375
1007696,20-40,-0.00570888523556722,-0.026049399557747648,-0.1369009168152534
939866,20-40,-0.027151089987698853,-0.05613354834095728,-0.11165503898776061
906692,20-40,0.024216091049798095,-0.04854369500368347,-0.05978326174805289
842596,20-40,-0.01178428307913646,-0.06029520975116776,-0.07584674984697756
969750,20-40,-0.049655248508062744,-0.08093264961936678,-0.09373511753030338
1009023,20-40,0.019722091740072063,-0.011119795091002764,-0.08410040351720724
1096425,20-40,-0.012097089555609553,-0.07439339672601253,-0.1378363661953782
584500,20-40,0.025010274577857643,-0.03658763447153986,-0.06440963024511429
842108,20-40,0.034179373932519436,-0.10312211817450873,-0.1150763488808638
1087803,20-40,-0.03823724637753248,-0.11835958038467068,-0.1079109249629071
136700,20-40,0.018562587086229362,-0.023638680404757622,-0.1311215019968227
1095988,20-40,-0.0067575176931811524,-0.10189533491889669,-0.1580225566857839
1022132,20-40,-0.013750104704038707,-0.041584060767029904,-0.1252719274537178
1079231,20-40,-0.0015906999673341148,-0.03981559038206488,-0.12071729296027175
1089541,20-40,0.0017295588150643589,-0.03823971854218732,-0.10776948162472763
994070,20-40,0.0146227866320689,-0.029742085667981453,-0.08006783086804128
335711,20-40,0.011162709574025452,-0.016136151526927923,-0.06839971384662988
961705,20-40,-0.030858195740807767,-0.03540790186441038,-0.13126559808837468
1086075,20-40,-0.0016356804533427943,-0.08962717685280566,-0.14849260043282772
893275,20-40,-0.04822677466408267,-0.05737357276693887,-0.1526039729907902
267341,20-40,0.03050532812082818,-0.06643122831981163,-0.13681317455258096
998174,20-40,-0.028507777687498972,-0.12412425354612831,-0.16937364149206166
701390,20-40,-0.011673433024456784,-0.05251260319477462,-0.09231810151327816
914637,20-40,0.00016626948774484292,-0.04853218294217863,-0.09944793363451584
176677,20-40,0.033122490607514196,0.002690522002987951,-0.08485227351138276
1031684,20-40,-0.011529676530641263,-0.04996739923066025,-0.10416190167265277
1094191,20-40,0.06090480959655012,0.005412279214292558,-0.07567188254687343
1011512,20-40,-0.003461690282764036,-0.10060657544064984,-0.1883685692133772
758519,20-40,0.021338952033672455,-0.021015709586383255,-0.1107716009531449
1074603,20-40,0.006290403206552223,-0.05334787431654126,-0.09054686646845066
1097359,20-40,0.006082921646387962,-0.0562572080596607,-0.11814091460259815
841521,20-40,0.014501996605013636,-0.09819317805185776,-0.1520535410702383
1012329,20-40,-0.03746261433750586,-0.06687935651718752,-0.09836249478549927
1000459,20-40,0.004309593732148148,-0.0366760124811944,-0.09189900353053665
300674,20-40,0.020337077774506045,-0.00347379776168992,-0.10954685651601809
300312,20-40,-0.006350051038503829,-0.0492519034903636,-0.08966518211032831
326719,20-40,-0.026590778093820433,-0.08430093897868923,-0.12914944595731265
1083340,20-40,-0.002781752529966562,-0.03725348184876598,-0.08808596784906844
659182,20-40,-0.012384538862646174,-0.05496465794299432,-0.1303388945262581
250636,20-40,-0.018513872183192833,-0.07111172822157916,-0.12531776202990058
1099670,20-40,-0.027439159336938825,-0.08031307272710847,-0.11532962983894937
988743,20-40,-0.03565843484692492,-0.07382373616993299,-0.12577694191730476
1040409,20-40,-0.006124159312852791,-0.012994394367706177,-0.07649089616316543
260762,20-40,-0.0026221451488879968,-0.05511458268637976,-0.14692962290346556
286160,20-40,0.045306500549266354,0.01915712216474045,-0.07429262522712199
288884,20-40,0.04289910978099493,-0.038930065694166995,-0.063645517594485
1100980,20-40,0.02002531805276883,0.007451778461467799,-0.10102645724718677
1017348,20-40,-0.021005650680179788,-0.041590258494666785,-0.10532364514002893
1097373,20-40,0.010790473709139038,-0.030597049274142363,-0.10450638394505915
1089804,20-40,-0.06333428776130687,-0.09804615761032523,-0.12224738311971824
1046567,20-40,-0.00745601142851059,-0.08103733177936998,-0.1307143313348494
1086391,20-40,-0.013429522991667173,-0.04311364796002212,-0.12176016417252897
1098787,20-40,-0.009707099726791596,-0.07726044122597774,-0.09323265139519896
1082607,20-40,-0.014355755053924717,-0.04074419390203239,-0.0948490146829687
658498,20-40,-0.046632180158012126,-0.08178250721948863,-0.11419267214073092
1015641,20-40,0.0063961623311699755,-0.03254624956271928,-0.057661011822849266
516413,20-40,-0.04373604079628253,-0.0619163793312623,-0.13951357038097595
818819,20-40,0.024222767839905818,-0.02395008913887848,-0.0730306441049709
901355,20-40,0.0187536777709612,-0.021669013164554808,-0.1053168574724497
1096207,20-40,0.02221910529885912,-0.051997261484627216,-0.13279185443796945
984948,20-40,-0.030059139598818688,-0.06546242958995502,-0.14099805606307406
805900,20-40,0.012759584455379003,-0.007426694086015349,-0.07471711115636574
921348,20-40,0.029755596199230534,-0.012020596181944386,-0.06448633669213158
587853,20-40,0.0237522349054773,-0.04904752843524661,-0.11295906206271727
694560,20-40,-0.020724906243979168,-0.06222626058794196,-0.10058910373858501
993627,20-40,-0.0023951637927158483,-0.03366072175495299,-0.10603877287526126
1087171,20-40,-0.03282815216280924,-0.04285990867635738,-0.13742230213413184
1082448,20-40,0.005320457739820327,-0.050069873073864034,-0.08522786471369254
1094991,20-40,0.01775041974074809,-0.03373154759717822,-0.10272929501763148
1093941,20-40,0.02187810750473337,-0.04846738545428929,-0.12215741908502326
759515,20-40,0.044320426217593786,-0.0308565084323234,-0.10396373234261358
1085303,20-40,0.008458964781105659,-0.003906792180901751,-0.10442350667549881
307504,20-40,-0.005427511820585128,-0.08713786060024337,-0.1360736352022696
944181,20-40,-0.01464718453747202,-0.07525636844074425,-0.08132444895663707
1086886,20-40,-0.01580525579574346,-0.05274264750205389,-0.111708879559067
1096823,20-40,0.0022231356704124315,-0.0758067809490736,-0.11338785745472652
255633,20-40,0.04198067735682569,-0.025818251564476508,-0.08042264048424813
914545,20-40,-0.028069374552608627,-0.0630447172422951,-0.0877583309781246
556976,20-40,0.004248025737382317,-0.021633796176033636,-0.08537983751560649
218000,20-40,-0.03808833970625116,-0.11304163651273591,-0.17211861650323154
1075591,20-40,0.021584697717734642,-0.04672288095255157,-0.09293582737527427
1095571,20-40,-0.0067554854409337525,-0.020699863103724205,-0.12093324716387438
1073358,20-40,-0.02260460908517338,-0.05384029267411687,-0.08015227417892518
1101278,20-40,0.03507326160021497,-0.11375234435952677,-0.12394424357519164
860078,20-40,0.034139943767044156,-0.04212248703157648,-0.05514872328843561
1089763,20-40,-0.047128890010718724,-0.10578557978214909,-0.15852562751876675
391662,20-40,0.033220755558621355,-0.04652315278905084,-0.11945237750475757
831601,20-40,0.00829798748196875,-0.06105555218385207,-0.09598464381962565
664138,20-40,0.04764563486954796,-0.029784478669616594,-0.08861108017276159
993353,20-40,0.014286624026684194,-0.018094838290935854,-0.06250918034494798
997122,20-40,0.023756490548552486,0.016464039107293344,-0.09165495944591501
1019649,20-40,0.06384152339279568,-0.01385702797770888,-0.07473116891496666
995280,20-40,0.0051321942726312055,-0.02598042248632179,-0.06150547708307525
896479,20-40,0.027419126494765578,-0.002533489607894464,-0.1582179190717249
1015055,20-40,-0.008520187445964483,-0.021850206642868457,-0.06409323703174637
663771,20-40,0.007757752477944852,-0.04857285556674308,-0.08678033583339327
987237,20-40,0.022474938312953427,-0.033624000092235484,-0.10711165297214903
617611,20-40,0.02561956097516746,-0.06286945141322642,-0.10208928980713697
1096739,20-40,0.019858013163507413,-0.04127161894518009,-0.11467121432085989
414733,20-40,0.010092121635375961,-0.045242710426287525,-0.10040436464606944
862448,20-40,0.02996696958377485,-0.04882711058806073,-0.12400400849364962
1082265,20-40,0.0035237182747993243,-0.039959247964733886,-0.08069000350682129
1003277,20-40,-0.005737157522138898,-0.014007114613537399,-0.10893009599437062
733186,20-40,0.010413299415552114,-0.044573668526736096,-0.11894018730113261
25344,20-40,0.023419315825224368,-0.005435876266875129,-0.09064053280033785
231298,20-40,0.00585347452413716,-0.09982983986397,-0.10358613333294958
1037188,20-40,0.012369467320477529,-0.04951655526111802,-0.10152606882947854
1095523,20-40,0.013332317559387352,-0.059945374166627256,-0.11104746900830989
412319,20-40,0.0027999433946180007,-0.05594040882283664,-0.10459406941296927
570070,20-40,0.03982804368733237,0.010956544591147668,-0.052684472781421195
374799,20-40,0.016360738713820915,-0.03045382085432318,-0.11590546750542957
1083472,20-40,0.014616221320946286,-0.02421027895172227,-0.07955903889574037
866139,20-40,-0.03587280792483068,-0.05803546018152167,-0.1352199961282158
391481,20-40,-0.024154878924923545,-0.07152285370315543,-0.09310109406055457
1096180,20-40,-0.008542233187157359,-0.02345410221390216,-0.11430768365006519
927196,20-40,0.04985821702594906,-0.026591035882084155,-0.09102056909790443
845304,20-40,-0.012563916428657545,-0.06095554061010159,-0.09977785724168627
1007550,20-40,0.018847671067874723,-0.08471398649272192,-0.10014238638767556
257885,20-40,-0.01465411931653971,-0.032188022052316224,-0.10691893815685607
320025,20-40,0.025167537988459044,-0.017151270771215137,-0.10942941079353581
1054958,20-40,-0.019009431879492705,-0.08565805014668942,-0.17093956571905605
624176,20-40,0.0727749219084726,0.011455643236223674,-0.0836641879522263
168175,20-40,-0.06414118005254377,-0.1100683998560861,-0.1691433086509667
278658,20-40,0.03798780849292836,-0.017543821451389427,-0.08904412114509533
952452,20-40,0.0019508227672782458,-0.039853107382082455,-0.06795886577256433
290499,20-40,0.02208787593171112,-0.03984363359972157,-0.08447276243132158
1087455,20-40,-0.00241108651062864,-0.01280834917413512,-0.09262387631133076
1025801,20-40,0.044719925512032216,-0.013128520601353787,-0.06126328253407317
408563,20-40,0.025481452408951874,-0.018572540332347776,-0.11667054245387265
25534,20-40,0.010792299237893141,-0.03789689792113893,-0.14838423645807527
588829,20-40,0.018910764042823415,-0.08096538938143552,-0.12992556977696065
869891,20-40,0.010055699214572365,-0.030667037821707998,-0.11567046282753717
257335,20-40,-0.020127839412446374,-0.08088271164882485,-0.12714556266523205
1041159,20-40,-0.016193447368550325,-0.05355721609800991,-0.12187353527051842
588888,20-40,-0.002163269798446937,-0.027467133119730848,-0.11967984960676692
868919,20-40,-0.010949079627419794,-0.05757176602765795,-0.11868153178744945
1087047,20-40,0.034384264094139465,-0.016981743560487962,-0.09556807236424801
1081595,20-40,0.018292736588269118,-0.0454850705525783,-0.09116259916794663
454258,20-40,0.0027756846467402356,-0.06906684569995528,-0.09965874216954503
1060616,20-40,0.01624419202766404,-0.03949199309770673,-0.11761610295294164
301061,20-40,0.046491822255345906,0.0006704225765960161,-0.01763568457534113
761096,20-40,-0.003772139052156157,-0.08061599846051626,-0.13652974246604815
992946,20-40,0.006200087914677245,-0.0304215259230352,-0.07165136782609165
1098010,20-40,-0.0364157201950968,-0.06127292142775348,-0.12370084783451726
185009,20-40,-0.004346810705428789,-0.0496120007500985,-0.13402640135214572
940386,20-40,0.00714055879541662,-0.06768114370021519,-0.10309678743589719
247717,20-40,0.03516195896399978,0.02894320088109884,-0.12552043322893172
984434,20-40,-0.010539124244590296,-0.03910187237330531,-0.13374832717940877
1094519,20-40,-0.0031390534284702724,-0.013695198598602087,-0.0870096068491758
1097619,20-40,-0.05809372495191292,-0.06004796037160601,-0.10501802935418836
308032,20-40,-0.013655344326084777,-0.0716286448068301,-0.12577638248427309
283154,20-40,-0.0010549738349689211,-0.04462097400060126,-0.09212329680476185
1046952,20-40,-0.018707312758540866,-0.057223211532803644,-0.06642783193595533
1087589,20-40,-0.0090216143980388,-0.046318232653896,-0.06403045913362926
688644,20-40,0.01847724844481355,-0.05114245898733509,-0.07824297887212159
1027812,20-40,0.04983065921358698,-0.012167401421564097,-0.06499890668951425
144491,20-40,-0.018440680610904654,-0.05290220716370979,-0.12994999527869158
925571,20-40,-0.029078301435594915,-0.07686407073827006,-0.11474545975951142
1024667,20-40,0.02377146856669982,-0.007090196679585239,-0.07150430202518186
1040312,20-40,0.04604421070267125,-0.017086216473811686,-0.07525907184177633
854785,20-40,0.03315681698015746,-0.02173435614621327,-0.07764512215674302
64960,20-40,0.04096937056369724,-0.013882882280469723,-0.07366899142843297
924047,20-40,0.031222822580552097,-0.04595695777111737,-0.09726435367000233
891719,20-40,-0.01797354326274274,-0.04666334105010561,-0.10673631030995588
948532,20-40,0.059515155849001786,-0.04539845393432956,-0.12528169435642492
54235,20-40,0.007763366480218248,-0.014033549344028722,-0.08139279562062667
1017952,20-40,0.0138534948111137,-0.02918941756454764,-0.10327212569588559
992531,20-40,0.010196733334993446,-0.038602495231338255,-0.11561312723544181
142382,20-40,-0.04124890808523776,-0.09204001206025898,-0.10467933868645607
1057015,20-40,0.04085372578991074,-0.059518508925828564,-0.09584608486871679
987567,20-40,-0.029579296632455038,-0.05619578017370476,-0.1277589112714887
1065558,20-40,-0.024716016918396595,-0.07287469196397513,-0.0986484523192739
1096944,20-40,0.030096541140259697,-0.04625974494599076,-0.11144104373997499
278863,20-40,0.013377392775340669,-0.08646536685703711,-0.12780498783757369
80876,20-40,0.01120399622664469,-0.05395853031088754,-0.1218456903169954
842221,20-40,-0.04282894783893865,-0.04787836072153523,-0.13283259028299554
255027,20-40,0.01774786763395839,-0.014944451940176365,-0.09367964195558517
1089696,20-40,0.028292337971967004,-0.041405451580364634,-0.14738284218138745
858421,20-40,0.00040771034851287344,-0.06889348477756964,-0.0986751178759646
1030623,20-40,0.013318577187699552,-0.0019122234002659846,-0.053331452830496034
1040793,20-40,0.015943662140962565,-0.006436137161965875,-0.07316309574336297
291248,20-40,0.013313652650670797,-0.02388419817591466,-0.0950854722765758
569674,20-40,0.018478598891128566,-0.02179992377893823,-0.09837508347064167
988710,20-40,0.026420774308217685,0.0054993973035384475,-0.04017689115269238
262974,20-40,-0.030274847697226326,-0.05187327570647452,-0.15215861835754943
1097995,20-40,0.007028762651312675,-0.018609287988377073,-0.1167779476005849
1087185,20-40,0.03720198094671688,-0.025682068429549017,-0.06788514743590562
667932,20-40,0.0012058232499633816,-0.06966187884386335,-0.10027443192740151
314907,20-40,0.007179078355442622,-0.01783609360544455,-0.0954255169140579
15063,20-40,-0.0070952169395921555,-0.04549787301991339,-0.08235477715242981
144254,20-40,-0.029288133747001045,-0.10982974283458985,-0.13405326343396745
435794,20-40,0.022027341481162248,-0.03612925934992339,-0.07180604547866674
1003006,20-40,0.02104133692629533,-0.04023753174785119,-0.07639824713697488
1027817,20-40,0.021675563336633775,-0.081223005122708,-0.14519845776358653
58571,20-40,-0.016945612892144447,-0.0727207050535284,-0.09552510329752789
1011140,20-40,0.029221691609401582,-0.03150190118035372,-0.05999893570571323
987791,20-40,0.01612791775709109,-0.011961034214559003,-0.061331705185073374
909547,20-40,-0.0063637731943470485,-0.07929087772846177,-0.11219506042314546
217246,20-40,-0.0012849230585659102,-0.07559581775724847,-0.12169579024357319
329515,20-40,0.009780169039570507,-0.034912016514932254,-0.11458118847686893
954144,20-40,5.4822749239798185e-05,-0.061110178558849974,-0.10479432143550543
1100229,20-40,-0.06270596940067209,-0.1610890683706736,-0.14810538618775446
591898,20-40,0.019629632977535585,-0.02772062232626709,-0.12447745766132899
1102300,20-40,0.0011735058850219351,-0.05592833493388477,-0.11472234526717189
809798,20-40,0.05788802160157189,-2.4259293025564316e-05,-0.1145768042397883
955117,20-40,0.007524158519038374,-0.014247768476389477,-0.09416137818094007
468762,20-40,0.06419124461003621,-0.021194525728214123,-0.07002125760911179
1005476,20-40,0.017045234557674205,-0.04599249820614004,-0.07756442582942819
786937,20-40,0.06618858220253351,0.018539107310305204,-0.08234932876765941
428847,20-40,-0.00031449886060005636,-0.02665426367678732,-0.05937797333557748
205809,20-40,-0.047074240736398036,-0.09340079532634057,-0.14728355124888476
868953,20-40,0.022526761128480798,-0.047606828953234086,-0.1366076678150135
73094,20-40,-0.02071656432231998,-0.08433664116320735,-0.16126631766243113
1005163,20-40,0.020632918264567944,-0.008180306135036636,-0.08077458351647547
968608,20-40,0.022178942754964306,0.0053343474921330875,-0.0928211974573235
327640,20-40,-0.020307718332564045,-0.09001804899554688,-0.17186343030038384
1082339,20-40,0.03737307712817582,-0.027727290600259774,-0.09363975333599617
645472,20-40,0.008868188768794525,-0.024488923185199886,-0.05566691913688582
1093196,20-40,-0.025742509951821993,-0.04782926619237876,-0.13194767618000322
1033725,20-40,0.019033314154725464,-0.02468366864621632,-0.10859203588206102
786157,20-40,0.05067059988184813,-0.03712245072955365,-0.08106724787528086
1089143,20-40,0.06178811134645038,-0.0402570540440715,-0.09284987666109931
405330,20-40,-0.027668030481298317,-0.056679947990690725,-0.13953175918919586
824371,20-40,-0.007674169155870332,-0.06913854455779601,-0.12118409956477444
1095922,20-40,0.03322073676134632,-0.05510974012647636,-0.10244293173120224
1036627,20-40,-0.008059778428111682,-0.05930200345612945,-0.08224474921781855
242107,20-40,0.012682648667801862,-0.05121821267532778,-0.11516469674232829
1079086,20-40,0.03359981128383738,0.001464457037653054,-0.09917814817876337
828779,20-40,-0.003252948905079194,-0.056519452126883515,-0.10858572826421937
70340,20-40,0.012443408447021569,-0.034367225483695696,-0.09883900503037765
1084838,20-40,0.05017494492206307,0.008460188078672395,-0.06027770081438375
1019724,20-40,0.04559672113075906,0.012525181064671053,-0.04775630444191435
12903,20-40,-0.05516401348037201,-0.08932642651035545,-0.12342566754354525
1099595,20-40,-0.015510780093835764,-0.056088704282123925,-0.06640483172080103
1022577,20-40,0.020389680823770927,-0.0013175382993536287,-0.08577701883343139
1026711,20-40,0.0020754744223059583,-0.10731523085630226,-0.14987575136604936
77323,20-40,0.026264409799993768,-0.058160371367168485,-0.09733373564074073
1000959,20-40,-0.018065448372130807,-0.042181827079818775,-0.11929211825793792
859870,20-40,-0.009195387502607164,-0.046465517506349634,-0.12490630654788759
469873,20-40,0.01386368236497614,-0.002907678586220267,-0.08280657458064929
1087238,20-40,-0.024173995431587138,-0.07471804673774808,-0.1119631914505814
986068,20-40,0.011017530763498241,-0.05522330680280956,-0.10277919750103257
1000006,20-40,0.022313064938006073,-0.03448452900604,-0.11780631815514075
138127,20-40,-0.009957949306368771,-0.04290744613948615,-0.11195458236647143
1059045,20-40,0.022062134474479893,-0.06119271717969913,-0.08219879258041016
771239,20-40,-0.009164789543337635,-0.05827810685331876,-0.13782908590325554
902919,20-40,0.005990924149014254,-0.024186447282838273,-0.10051759308583737
156566,20-40,-0.025538304311706145,-0.07483617951816682,-0.11747954838887179
1010524,20-40,0.038082543748405716,-0.010520060465134975,-0.11935633624124592
1095654,20-40,-0.0039032180272958582,-0.04167256498411802,-0.08178559859599496
908237,20-40,0.03549182072939995,-0.024522305558242877,-0.046733588388623064
249821,20-40,0.04023751395379853,-0.005947027581562387,-0.11318108155626194
569473,20-40,-0.004422999465680807,-0.062483508983275066,-0.12425519913190478
1016154,20-40,0.0027332894828020586,-0.10063174468431461,-0.09984061471917532
570979,20-40,-0.006064809111375732,-0.052791754367381094,-0.12382669850564451
953355,20-40,0.04358177726220078,0.004365597431377682,-0.11609585823504531
644023,20-40,-0.0019273801884241472,-0.004874597674900504,-0.12129930823900265
1089760,20-40,-0.03580735012963568,-0.08365482852045264,-0.10858321937482726
865660,20-40,0.05788564314642924,-0.029782229726956495,-0.07957128313562542
249176,20-40,0.03527008739373055,-0.005141303181018561,-0.08996608702569099
259763,20-40,0.024663062519237635,-0.0007660534918383106,-0.09891214800929704
426214,20-40,0.0013311644269218305,-0.06327043127864529,-0.12239890276472816
987644,20-40,-0.0076319118044253075,-0.0685090089356561,-0.12118517163954891
902855,20-40,0.02846192280390049,-0.04326413798574001,-0.10798394013394373
176701,20-40,-0.007656971405553556,-0.04242628556135524,-0.1000500459190749
927989,20-40,0.019142811884614943,-0.007585070885671216,-0.07467810555535523
1089727,20-40,-0.04373313709979355,-0.0634762617861583,-0.1473372612674022
267012,20-40,-0.008057109938179714,-0.10935788574787125,-0.16741441212193875
156688,20-40,0.010200597615050528,-0.06855165363930633,-0.14314456672754908
73257,20-40,-0.005951275332285219,-0.06231372949174872,-0.11229069893540733
100307,20-40,-0.0023272068535214255,-0.05130209654825924,-0.09493849638459749
567630,20-40,0.03604719327462022,-0.03860866640373202,-0.06882821099934935
760367,20-40,0.018102615544927817,-0.04832608509506189,-0.09206304714268697
884533,20-40,0.02633999794942662,-0.031220101457611848,-0.137013066166151
249866,20-40,0.006047702275546333,0.013221886404238959,-0.054162605809353725
596088,20-40,0.047680528978276945,0.0005548156860064584,-0.10704892224942258
826153,20-40,-0.027489807147393918,-0.053855724090357826,-0.12007380068751994
835478,20-40,0.03571998741394805,-0.04767172602556721,-0.09575474483246069
1017537,20-40,-0.02753142387417745,-0.10340529294200565,-0.1452096738316449
1028711,20-40,0.01816195883511165,-0.03148650610524849,-0.05596048946454102
1083095,20-40,0.03934795178579014,-0.01701911529777389,-0.08849874406176883
825948,20-40,0.043083529673557816,0.01351397501319756,-0.03125842439204301
277701,20-40,0.009695738468580888,-0.025871432698731205,-0.1252131757394016
409071,20-40,0.027283623714891493,-0.04592284239064393,-0.03895935918923615
243244,20-40,-0.004939359447433449,-0.040882146668685976,-0.10396006180954064
1002426,20-40,-0.013538890762883563,-0.0996190344467413,-0.1361910005127865
133037,20-40,-0.004508540203117338,-0.07167872990571372,-0.09930764721161195
656345,20-40,-0.010057382686388856,-0.12109764275323492,-0.11680849681836886
1021639,20-40,-0.04057161414167893,-0.12335320731566601,-0.13648181718234847
900731,20-40,0.025053452943658093,-0.023691165171680656,-0.050343221488393285
314307,20-40,-0.00042282087108349437,-0.06684443557869116,-0.11858990250820013
1006199,20-40,-0.03497891864609041,-0.1173432688201589,-0.12107873436087194
1068924,20-40,0.010485010207804294,-0.05576756532199031,-0.09191654970125365
723781,20-40,-0.003949718810111316,-0.04212104265757103,-0.11072756534209631
222158,20-40,0.00016219124051684158,-0.06916272422861902,-0.13195703517113358
1083443,20-40,-0.03854755516390447,-0.08981985437306196,-0.12385421770242204
952388,20-40,0.017626545860487064,-0.04758439022028281,-0.08035592545071923
670600,20-40,-0.027809785271835134,-0.07561948669693616,-0.12409464057836529
1039052,20-40,0.003015802146062379,-0.0747830911563347,-0.13458130458061307
323592,20-40,0.05213096815652173,-0.016619350261199123,-0.0646347303202861
1085192,20-40,-0.009573939003337787,-0.04749126134681041,-0.11448923814037246
765583,20-40,0.05120716152505264,-0.0442190493636735,-0.1037769111706918
613852,20-40,0.01409803904226425,-0.05046456099944083,-0.15335684940846167
1005949,20-40,0.000263644261509266,-0.11203250988311228,-0.13062986491362294
1007691,20-40,-0.05972432458760152,-0.09551319374208785,-0.14030374068711143
1094536,20-40,-0.005625511298841462,-0.04324642441581315,-0.13289060923270402
1099700,20-40,-0.030442493723062035,-0.024951556413611405,-0.13761812911706767
1031910,20-40,-0.001986255672710595,-0.03740271719398189,-0.07775491555756678
497107,20-40,-0.02095834563883222,-0.07711423818580153,-0.10372390905188345
995380,20-40,0.06490700057601134,0.029789426518298617,-0.048059590549587285
239189,20-40,-0.02366205356333275,-0.0775423243465562,-0.13673265400357176
237373,20-40,0.03626790903235916,-0.034313908555424974,-0.110144801327095
1049894,20-40,0.06184463470230933,0.025910793261796974,-0.08259018177509458
1098222,20-40,0.025619208285027846,0.000583962950908113,-0.10325676370934009
328527,20-40,0.045682913024606434,-0.04580146928372248,-0.1342516507910504
1052427,20-40,0.03309120753984932,-0.052955030744141034,-0.09736409737758303
1087076,20-40,0.017976047242361563,-0.021350239526465684,-0.08738908682627095
686260,20-40,0.01142623641577724,-0.012183685665079588,-0.10305028878004292
1042099,20-40,-0.000780755942917934,-0.032417366294362523,-0.10258458931414549
507086,20-40,0.0015497383328105718,-0.02981689238979403,-0.09692907722965445
994830,20-40,0.007113145245587611,-0.07926179619999052,-0.13283978061475615
272815,20-40,0.02245448851032984,-0.052659440914064465,-0.08179175553989493
1009961,20-40,0.023008272475172262,-0.12303410756122501,-0.15926234309160933
1086326,20-40,0.010124702459481102,-0.04514661918588824,-0.09266777780883856
1086974,20-40,0.019898695244163957,-0.00625401962012102,-0.07781766626532707
65488,20-40,-0.008485698546389637,-0.07872330474434014,-0.09390910155356663
968310,20-40,0.038106140184161225,-0.07521447332150843,-0.05540588053365722
230082,20-40,-0.033313545273046856,-0.04050118433418995,-0.08893988659063576
1094249,20-40,-0.03796356445110884,-0.08925507549676295,-0.13736628492042127
1058717,20-40,0.02326075939002202,-0.0390843893523173,-0.08932628760397036
880766,20-40,-0.01471555766265465,-0.06268143792211667,-0.052812791782091646
78730,20-40,-0.04219329188737191,-0.10478357828408078,-0.14153053001030935
1101603,20-40,0.02401897250918036,-0.0506611517416784,-0.11423607613171859
570023,20-40,0.019991251529683365,-0.042919163104013135,-0.08773019785355826
212796,20-40,0.03445044257505939,0.009489349288200147,-0.10342694654814301
293992,20-40,0.032010497261761126,0.015772039256808378,-0.04496402499206697
549135,20-40,0.006791558246977981,-0.054930602368637324,-0.0679520838551012
1096311,20-40,0.013162852415885957,-0.025992465744240766,-0.09197468276479227
1097066,20-40,0.05399832462024682,0.0009308801375201778,-0.10454223503181136
570068,20-40,0.04486627219823851,-0.0341835116679034,-0.07732331166825951
171691,20-40,0.053186306510660045,-0.11544947451530507,-0.18698254724370228
319652,20-40,-0.004042537363286458,-0.04844431015492938,-0.1080580074942781
863112,20-40,-0.008322251353217113,-0.07465338854560535,-0.1402931247696949
345350,20-40,-0.013590474772721376,-0.03554081973596901,-0.10071360245830252
944700,20-40,-0.006979272047171938,-0.03247362878084748,-0.10916212700412876
994397,20-40,0.018482174369425376,-0.07331654810245015,-0.09634467531738414
641293,20-40,-0.017739491289757048,-0.0535102332172677,-0.10003391245798704
639163,20-40,0.0395934731269067,-0.07345122633854653,-0.11008464704856319
1094215,20-40,0.013536124320998481,-0.051866382442663714,-0.1389618538252019
592672,20-40,0.02761780016751669,-0.02229195865672439,-0.11491269244502572
333579,20-40,-0.04856823433640961,-0.13193774588442994,-0.14945808942339098
1098561,20-40,0.04829103383261604,-0.007293891544938553,-0.07074820133538362
1017830,20-40,0.0006616340386372092,-0.050790207880799694,-0.10105944690839894
157149,20-40,-0.018545518775713678,-0.042580364050826006,-0.11954078241437205
62439,20-40,-0.0005355139513724943,-0.0892760277678296,-0.15078421663206354
1096641,20-40,0.03875791865531699,0.02060958922437195,-0.07228101732175003
1099482,20-40,0.019790981233397884,0.012699598229770475,-0.10547628902279016
1016915,20-40,0.0088991383553233,-0.05931861555591417,-0.10682610029037887
392195,20-40,-0.05636101301537676,-0.09405671718839934,-0.13994404943624938
938140,20-40,0.03709049425133463,-0.01127354430393139,-0.12858806250864946
965578,20-40,-0.005493432385472036,-0.055995159619445595,-0.11283655794197803
442673,20-40,-0.04078849811167165,-0.06637011265544415,-0.11676092667882998
921621,20-40,0.00962658760147541,-0.04229112609562761,-0.08819860635488858
885184,20-40,0.011123714699658905,-0.047013580359827875,-0.09888261059282752
679878,20-40,0.064211615583358,0.014277575719127435,-0.10397558167288379
1082840,20-40,0.008792359629960124,-0.024071077090956416,-0.09690993124139419
581975,20-40,-0.017959393223947025,-0.06016307577795408,-0.13431041669022792
872081,20-40,-0.027624781337610028,-0.07406901149568028,-0.10663684136749346
1098355,20-40,0.03449822194926361,-0.014949683201853418,-0.12843177273656806
840532,20-40,-0.008743342559037318,-0.0678318776578719,-0.08445271611942254
